@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH STATE:NORMAL@Contain@Albumin STATE:LOW@@Pair:LDH STATE:NORMAL@Contain@Albumin TREND:SAME@@Pair:LDH STATE:NORMAL@Contain@LDH TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,7,similar
@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH STATE:NORMAL@Contain@Albumin STATE:LOW@@Pair:LDH STATE:NORMAL@Contain@Albumin TREND:SAME@@Pair:LDH STATE:NORMAL@Contain@LDH TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,8,similar
@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH STATE:NORMAL@Contain@Albumin STATE:LOW@@Pair:LDH STATE:NORMAL@Contain@Albumin TREND:SAME@@Pair:LDH STATE:NORMAL@Contain@LDH TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,9,not similar
@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,0,similar
@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,1,similar
@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,2,similar
@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,3,similar
@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,4,similar
@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,5,similar
@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,6,similar
@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,7,similar
@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,8,similar
@@Pair:Albumin STATE:LOW@Contain@Albumin TREND:SAME@@Pair:LDH TREND:SAME@Contain@Albumin STATE:LOW@@Pair:LDH TREND:SAME@Contain@Albumin TREND:SAME,9,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Bicarbonate  TREND:SAME,0,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Bicarbonate  TREND:SAME,1,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Bicarbonate  TREND:SAME,2,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Bicarbonate  TREND:SAME,3,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Bicarbonate  TREND:SAME,4,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Bicarbonate  TREND:SAME,5,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Bicarbonate  TREND:SAME,6,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Bicarbonate  TREND:SAME,7,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Bicarbonate  TREND:SAME,8,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Bicarbonate  TREND:SAME,9,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Blood pH STATE:NORMAL,0,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Blood pH STATE:NORMAL,1,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Blood pH STATE:NORMAL,2,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Blood pH STATE:NORMAL,3,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Blood pH STATE:NORMAL,4,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Blood pH STATE:NORMAL,5,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Blood pH STATE:NORMAL,6,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Blood pH STATE:NORMAL,7,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Blood pH STATE:NORMAL,8,similar
@@Pair:Bicarbonate  STATE:LOW@Contain@Blood pH STATE:NORMAL,9,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Bicarbonate  TREND:SAME,0,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Bicarbonate  TREND:SAME,1,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Bicarbonate  TREND:SAME,2,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Bicarbonate  TREND:SAME,3,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Bicarbonate  TREND:SAME,4,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Bicarbonate  TREND:SAME,5,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Bicarbonate  TREND:SAME,6,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Bicarbonate  TREND:SAME,7,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Bicarbonate  TREND:SAME,8,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Bicarbonate  TREND:SAME,9,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH STATE:NORMAL,0,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH STATE:NORMAL,1,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH STATE:NORMAL,2,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH STATE:NORMAL,3,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH STATE:NORMAL,4,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH STATE:NORMAL,5,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH STATE:NORMAL,6,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH STATE:NORMAL,7,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH STATE:NORMAL,8,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH STATE:NORMAL,9,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH TREND:SAME,0,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH TREND:SAME,1,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH TREND:SAME,2,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH TREND:SAME,3,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH TREND:SAME,4,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH TREND:SAME,5,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH TREND:SAME,6,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH TREND:SAME,7,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH TREND:SAME,8,similar
@@Pair:Bicarbonate  STATE:NORMAL@Contain@Blood pH TREND:SAME,9,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH STATE:NORMAL,0,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH STATE:NORMAL,1,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH STATE:NORMAL,2,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH STATE:NORMAL,3,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH STATE:NORMAL,4,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH STATE:NORMAL,5,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH STATE:NORMAL,6,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH STATE:NORMAL,7,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH STATE:NORMAL,8,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH STATE:NORMAL,9,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME,0,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME,1,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME,2,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME,3,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME,4,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME,5,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME,6,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME,7,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME,8,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME,9,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME,0,not similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME,1,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME,2,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME,3,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME,4,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME,5,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME,6,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME,7,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME,8,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME,9,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Lactate TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,0,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Lactate TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,1,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Lactate TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,2,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Lactate TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,3,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Lactate TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,4,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Lactate TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,5,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Lactate TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,6,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Lactate TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,7,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Lactate TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,8,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Blood pH TREND:SAME@@Pair:Lactate STATE:NORMAL@Contain@Lactate TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,9,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,0,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,1,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,2,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,3,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,4,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,5,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,6,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,7,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,8,similar
@@Pair:Bicarbonate  TREND:SAME@Contain@Blood pH TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Bicarbonate  TREND:SAME@@Pair:Lactate TREND:SAME@Contain@Blood pH TREND:SAME,9,similar
@@Pair:Blood Glucose STATE:HIGH@Before_3@Blood Glucose TREND:DEC,0,similar
@@Pair:Blood Glucose STATE:HIGH@Before_3@Blood Glucose TREND:DEC,1,similar
@@Pair:Blood Glucose STATE:HIGH@Before_3@Blood Glucose TREND:DEC,2,similar
@@Pair:Blood Glucose STATE:HIGH@Before_3@Blood Glucose TREND:DEC,3,similar
@@Pair:Blood Glucose STATE:HIGH@Before_3@Blood Glucose TREND:DEC,4,similar
@@Pair:Blood Glucose STATE:HIGH@Before_3@Blood Glucose TREND:DEC,5,similar
@@Pair:Blood Glucose STATE:HIGH@Before_3@Blood Glucose TREND:DEC,6,similar
@@Pair:Blood Glucose STATE:HIGH@Before_3@Blood Glucose TREND:DEC,7,similar
@@Pair:Blood Glucose STATE:HIGH@Before_3@Blood Glucose TREND:DEC,8,similar
@@Pair:Blood Glucose STATE:HIGH@Before_3@Blood Glucose TREND:DEC,9,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:DEC,0,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:DEC,1,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:DEC,2,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:DEC,3,not similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:DEC,4,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:DEC,5,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:DEC,6,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:DEC,7,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:DEC,8,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:DEC,9,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:INC,0,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:INC,1,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:INC,2,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:INC,3,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:INC,4,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:INC,5,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:INC,6,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:INC,7,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:INC,8,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:INC,9,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:SAME,0,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:SAME,1,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:SAME,2,similar
@@Pair:Blood Glucose STATE:HIGH@Contain@Blood Glucose TREND:SAME,3,similar
